timestamp,cpu_usage
2024-11-17 06:29:00.000000,0.1416666666666666
2024-11-17 06:30:00.000000,0.1999966667222213
2024-11-17 06:31:00.000000,0.1500050001666722
2024-11-17 06:32:00.000000,0.1499975000416659
2024-11-17 06:33:00.000000,0.1500025000416673
2024-11-17 06:34:00.000000,0.15
2024-11-17 06:35:00.000000,0.1583438895926395
2024-11-17 06:36:00.000000,0.1416572228518098
2024-11-17 06:37:00.000000,0.15
2024-11-17 06:38:00.000000,0.1499975000416659
2024-11-17 06:39:00.000000,0.1416643055949067
2024-11-17 06:40:00.000000,0.1750058335277842
2024-11-17 06:41:00.000000,0.1500100006667111
2024-11-17 06:42:00.000000,0.1499875010415798
2024-11-17 06:43:00.000000,0.1416666666666666
2024-11-17 06:44:00.000000,0.1666694444907415
2024-11-17 06:45:00.000000,0.1583306944884251
2024-11-17 06:46:00.000000,0.1500025000416673
2024-11-17 06:47:00.000000,0.15832541706248018
2024-11-17 06:48:00.000000,0.1500025000416673
2024-11-17 06:49:00.000000,0.1499975000416659
2024-11-17 06:50:00.000000,0.1666750004166875
2024-11-17 06:51:00.000000,0.1416666666666666
2024-11-17 06:52:00.000000,0.15833597226620438
2024-11-17 06:53:00.000000,0.15
2024-11-17 06:54:00.000000,0.14166194460184658
2024-11-17 06:55:00.000000,0.1666666666666666
2024-11-17 06:56:00.000000,0.1416501408169046
2024-11-17 06:57:00.000000,0.1500025000416673
2024-11-17 06:58:00.000000,0.1500025000416673
2024-11-17 06:59:00.000000,0.14166194460184658
2024-11-17 07:00:00.000000,0.1666750004166875
2024-11-17 07:01:00.000000,1.6416119462684577
2024-11-17 07:02:00.000000,0.17499708338194359
2024-11-17 07:03:00.000000,0.1583412503958531
2024-11-17 07:04:00.000000,0.1499950001666611
2024-11-17 07:05:00.000000,0.1666583337499791
2024-11-17 07:06:00.000000,0.1500050001666722
2024-11-17 07:07:00.000000,0.1583386112870429
2024-11-17 07:08:00.000000,0.1499950001666611
2024-11-17 07:09:00.000000,0.1500025000416673
2024-11-17 07:10:00.000000,0.1750029167152786
2024-11-17 07:11:00.000000,0.1666666666666666
2024-11-17 07:12:00.000000,0.15833597226620438
2024-11-17 07:13:00.000000,0.14999250037498119
2024-11-17 07:14:00.000000,0.1583333333333333
2024-11-17 07:15:00.000000,0.1666611112962901
2024-11-17 07:16:00.000000,0.1499975000416659
2024-11-17 07:17:00.000000,0.175017501750175
2024-11-17 07:18:00.000000,0.1499950001666611
2024-11-17 07:19:00.000000,0.1583280557314756
2024-11-17 07:20:00.000000,0.1750087504375218
2024-11-17 07:21:00.000000,0.1499900006666222
2024-11-17 07:22:00.000000,0.1583386112870429
2024-11-17 07:23:00.000000,0.1500050001666722
2024-11-17 07:24:00.000000,0.1583227784814345
2024-11-17 07:25:00.000000,0.1666694444907415
2024-11-17 07:26:00.000000,0.1500025000416673
2024-11-17 07:27:00.000000,0.1416666666666666
2024-11-17 07:28:00.000000,0.15833597226620438
2024-11-17 07:29:00.000000,0.1499975000416659
2024-11-17 07:30:00.000000,0.175
2024-11-17 07:31:00.000000,0.1499975000416659
2024-11-17 07:32:00.000000,0.1583438895926395
2024-11-17 07:33:00.000000,0.1499975000416659
2024-11-17 07:34:00.000000,0.15
2024-11-17 07:35:00.000000,0.16666388893518438
2024-11-17 07:36:00.000000,0.1500025000416673
2024-11-17 07:37:00.000000,0.1583333333333333
2024-11-17 07:38:00.000000,0.15
2024-11-17 07:39:00.000000,0.1499900006666222
2024-11-17 07:40:00.000000,0.1833425004583562
2024-11-17 07:41:00.000000,0.14999250037498119
2024-11-17 07:42:00.000000,0.1583412503958531
2024-11-17 07:43:00.000000,0.1416643055949067
2024-11-17 07:44:00.000000,0.16666388893518438
2024-11-17 07:45:00.000000,0.15833597226620438
2024-11-17 07:46:00.000000,0.1500050001666722
2024-11-17 07:47:00.000000,0.1500025000416673
2024-11-17 07:48:00.000000,0.14166194460184658
2024-11-17 07:49:00.000000,0.1583280557314756
2024-11-17 07:50:00.000000,0.16666388893518438
2024-11-17 07:51:00.000000,0.15
2024-11-17 07:52:00.000000,0.1500075003750187
2024-11-17 07:53:00.000000,0.15
2024-11-17 07:54:00.000000,0.1583306944884251
2024-11-17 07:55:00.000000,0.15832541706248018
2024-11-17 07:56:00.000000,0.1500100006667111
2024-11-17 07:57:00.000000,0.1499950001666611
2024-11-17 07:58:00.000000,0.1416713890463015
2024-11-17 07:59:00.000000,0.14999250037498119
2024-11-17 08:00:00.000000,0.1750058335277842
2024-11-17 08:01:00.000000,0.1916666666666666
2024-11-17 08:02:00.000000,0.1583386112870429
2024-11-17 08:03:00.000000,0.1999933335555481
2024-11-17 08:04:00.000000,0.1416666666666666
2024-11-17 08:05:00.000000,0.1583438895926395
2024-11-17 08:06:00.000000,0.1583227784814345
2024-11-17 08:07:00.000000,0.1500025000416673
2024-11-17 08:08:00.000000,0.14166194460184658
2024-11-17 08:09:00.000000,0.1666750004166875
2024-11-17 08:10:00.000000,0.16666388893518438
2024-11-17 08:11:00.000000,0.14999250037498119
2024-11-17 08:12:00.000000,0.1500050001666722
2024-11-17 08:13:00.000000,0.1500050001666722
2024-11-17 08:14:00.000000,0.14999250037498119
2024-11-17 08:15:00.000000,0.16666388893518438
2024-11-17 08:16:00.000000,0.15
2024-11-17 08:17:00.000000,0.1666750004166875
2024-11-17 08:18:00.000000,0.14166194460184658
2024-11-17 08:19:00.000000,0.1500025000416673
2024-11-17 08:20:00.000000,0.17499416686110458
2024-11-17 08:21:00.000000,0.1415699272164021
2024-11-17 08:22:00.000000,0.1584442443043463
2024-11-17 08:23:00.000000,0.1500100006667111
2024-11-17 08:24:00.000000,0.1500025000416673
2024-11-17 08:25:00.000000,0.1749912504374781
2024-11-17 08:26:00.000000,0.1499975000416659
2024-11-17 08:27:00.000000,0.1500050001666722
2024-11-17 08:28:00.000000,0.1500025000416673
2024-11-17 08:29:00.000000,0.1499900006666222
2024-11-17 08:30:00.000000,0.1750058335277842
2024-11-17 08:31:00.000000,0.1416643055949067
2024-11-17 08:32:00.000000,0.1583386112870429
2024-11-17 08:33:00.000000,0.1499950001666611
2024-11-17 08:34:00.000000,0.1499950001666611
2024-11-17 08:35:00.000000,0.1666777785185679
2024-11-17 08:36:00.000000,0.1583227784814345
2024-11-17 08:37:00.000000,0.1583386112870429
2024-11-17 08:38:00.000000,0.1416690278171302
2024-11-17 08:39:00.000000,0.1499975000416659
2024-11-17 08:40:00.000000,0.1750058335277842
2024-11-17 08:41:00.000000,0.15
2024-11-17 08:42:00.000000,0.1583306944884251
2024-11-17 08:43:00.000000,0.1500025000416673
2024-11-17 08:44:00.000000,0.14999250037498119
2024-11-17 08:45:00.000000,0.1666666666666666
2024-11-17 08:46:00.000000,0.1583386112870429
2024-11-17 08:47:00.000000,0.14999250037498119
2024-11-17 08:48:00.000000,0.1583491682501583
2024-11-17 08:49:00.000000,0.1416666666666666
2024-11-17 08:50:00.000000,0.17498833411105919
2024-11-17 08:51:00.000000,0.1583412503958531
2024-11-17 08:52:00.000000,0.1499900006666222
2024-11-17 08:53:00.000000,0.1500100006667111
2024-11-17 08:54:00.000000,0.1499900006666222
2024-11-17 08:55:00.000000,0.1666777785185679
2024-11-17 08:56:00.000000,0.1499900006666222
2024-11-17 08:57:00.000000,0.1583306944884251
2024-11-17 08:58:00.000000,0.1500050001666722
2024-11-17 08:59:00.000000,0.1500075003750187
2024-11-17 09:00:00.000000,0.1666583337499791
2024-11-17 09:01:00.000000,0.1583280557314756
2024-11-17 09:02:00.000000,0.1500075003750187
2024-11-17 09:03:00.000000,0.1583333333333333
2024-11-17 09:04:00.000000,0.16666388893518438
2024-11-17 09:05:00.000000,0.1583306944884251
2024-11-17 09:06:00.000000,0.15
2024-11-17 09:07:00.000000,0.1500075003750187
2024-11-17 09:08:00.000000,0.1583386112870429
2024-11-17 09:09:00.000000,0.1416595836874823
2024-11-17 09:10:00.000000,0.1666694444907415
2024-11-17 09:11:00.000000,0.1499900006666222
2024-11-17 09:12:00.000000,0.1583386112870429
2024-11-17 09:13:00.000000,0.1499975000416659
2024-11-17 09:14:00.000000,0.1499975000416659
